id,name,latitude,longitude,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,extra_people,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month
4922204,Charming new house-15 min to Boston,42.28214228,-71.12904915,42.28214228,-71.12904915,House,Entire home/apt,16,2.5,3,7,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$200.00 ,$250.00 ,$50.00 ,$25.00 ,10,10,10,10,10,9,f,strict,4.32
3755609,Lovely & Gracious Victorian room,42.2756372,-71.12480042,42.2756372,-71.12480042,House,Private room,1,1,1,1,Real Bed,"{""Family/Kid Friendly"",""translation missing: en.hosting_amenity_49""}",$78.00 ,$500.00 ,$25.00 ,$0.00 ,9,9,10,10,9,9,t,flexible,0.87
1724900,Charming sunlit house in Boston,42.28290546,-71.13267674,42.28290546,-71.13267674,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$145.00 ,$446.00 ,$56.00 ,$33.00 ,10,10,10,10,9,9,f,strict,0.74
1494726,Cozy in Rozzie!,42.27571563,-71.13013943,42.27571563,-71.13013943,House,Private room,1,1,1,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00 ,$200.00 ,$50.00 ,$25.00 ,9,10,10,10,10,10,f,strict,0.37
3229255,1bd Boston apt - Convenient & quiet,42.28702561,-71.13353879,42.28702561,-71.13353879,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$95.00 ,$250.00 ,$35.00 ,$0.00 ,10,10,10,10,10,10,f,strict,2.07
1721016,Quiet Sunlit Attic Studio,42.28606773,-71.1323625,42.28606773,-71.1323625,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",$89.00 ,$223.00 ,$45.00 ,$39.00 ,10,10,10,10,10,10,f,strict,0.12
12927298,Private House in Roslindale/Boston/Arboretum,42.29061656,-71.13273461,42.29061656,-71.13273461,House,Entire home/apt,7,2,3,3,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers}",$285.00 ,$500.00 ,$125.00 ,$25.00 ,10,10,10,10,8,6,f,strict,1.15
5601743,"Beautiful, Expansive Space in JP",42.31189729,-71.10315398,42.31189729,-71.10315398,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$46.00 ,$200.00 ,$50.00 ,$25.00 ,8,7,9,9,9,8,t,strict,1.46
13333862,"Sunny room, colorful artist home",42.31706413,-71.10358572,42.31706413,-71.10358572,Apartment,Private room,3,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}",$75.00 ,$300.00 ,$50.00 ,$0.00 ,NA,NA,NA,NA,NA,NA,f,strict,NA
519272,"Cozy Room + Private Bath, JP Boston",42.30510763,-71.10643297,42.30510763,-71.10643297,Apartment,Private room,2,1.5,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$62.00 ,$150.00 ,$25.00 ,$50.00 ,10,10,10,10,10,10,f,moderate,0.31
14090779,Lovely room with private half bath,42.31590728,-71.11327328,42.31590728,-71.11327328,Condominium,Private room,2,1.5,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,Essentials,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$69.00 ,$95.00 ,$15.00 ,$12.00 ,NA,NA,NA,NA,NA,NA,f,flexible,NA
932853,Qn BR/Private Bath/Superhost/JP Ctr,42.31421512,-71.10940661,42.31421512,-71.10940661,Apartment,Private room,2,2,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",$120.00 ,$500.00 ,$80.00 ,$20.00 ,9,10,10,10,10,9,f,strict,0.41
13426831,"Cozy, comfortable, colorful room near orange line",42.31362611,-71.10819525,42.31362611,-71.10819525,Condominium,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$100.00 ,$95.00 ,$10.00 ,$0.00 ,NA,NA,NA,NA,NA,NA,f,flexible,NA
5904732,Lg sunny room w/private entrance,42.3140648,-71.09905546,42.3140648,-71.09905546,House,Private room,2,2.5,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$70.00 ,$100.00 ,$20.00 ,$0.00 ,10,10,10,10,9,10,f,flexible,0.53
4975581,Clean Apartment in Boston,42.32038119,-71.11270173,42.32038119,-71.11270173,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$168.00 ,$200.00 ,$120.00 ,$0.00 ,9,10,10,10,9,9,f,moderate,2.57
6364042,Bright room with queen sized bed,42.31362383,-71.09821201,42.31362383,-71.09821201,House,Private room,2,2.5,1,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$65.00 ,$100.00 ,$15.00 ,$0.00 ,9,9,9,10,9,9,f,flexible,1.32
14057466,Priv apt w/2 Beds 1 bath close to Medical/Downtown,42.31357234,-71.11381933,42.31357234,-71.11381933,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$150.00 ,$200.00 ,$50.00 ,$50.00 ,10,10,10,10,10,9,f,flexible,1.67
14909417,Woodland Sanctuary next to Orange Line T,42.29644508,-71.1111878,42.29644508,-71.1111878,Condominium,Entire home/apt,7,1,4,4,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$267.00 ,$300.00 ,$90.00 ,$0.00 ,NA,NA,NA,NA,NA,NA,t,flexible,NA
5521378,"Cozy bedroom near train, bus, parks",42.31169374,-71.1011646,42.31169374,-71.1011646,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$87.00 ,$95.00 ,$25.00 ,$25.00 ,10,10,10,10,9,10,f,moderate,0.41
2621242,Lovely one bedroom Apt,42.31842255,-71.10550531,42.31842255,-71.10550531,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Wheelchair Accessible"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$110.00 ,$200.00 ,$40.00 ,$10.00 ,10,10,9,9,10,10,f,moderate,0.22
950046,Spacious Apartment in Jamaica Plain,42.31185272,-71.10926319,42.31185272,-71.10926319,Apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo,""translation missing: en.hosting_amenity_50""}",$250.00 ,$250.00 ,$90.00 ,$0.00 ,9,10,9,10,10,10,f,strict,0.16
3342094,Pondside Paradise with Piano,42.31737019,-71.11485899,42.31737019,-71.11485899,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$150.00 ,$500.00 ,$200.00 ,$35.00 ,10,10,10,10,10,9,f,strict,0.54
5652147,"Convenient, Sunny 3b/2bth w/Parking",42.30704885,-71.11662413,42.30704885,-71.11662413,House,Entire home/apt,7,2,3,4,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$300.00 ,$500.00 ,$140.00 ,$50.00 ,9,9,9,9,9,9,f,flexible,0.18
2875267,"Historic Carriage House, a peaceful city oasis",42.30883694,-71.11935092,42.30883694,-71.11935092,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$175.00 ,$250.00 ,$25.00 ,$0.00 ,10,10,10,10,10,10,f,moderate,5.77
9485607,"Large, sunny, cozy home w/character",42.31923483,-71.10501594,42.31923483,-71.10501594,House,Entire home/apt,6,2,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$195.00 ,$100.00 ,$95.00 ,$25.00 ,10,10,10,10,10,10,t,strict,2.81
7273770,Boston 2 bedroom top floor condo w/balcony!,42.30606394,-71.11516054,42.30606394,-71.11516054,Condominium,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",$145.00 ,$400.00 ,$80.00 ,$0.00 ,10,9,10,10,10,9,f,strict,1.11
3881993,Vintage Apt With 3 Large Bedrooms,42.30433801,-71.1087173,42.30433801,-71.1087173,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials}",$500.00 ,$400.00 ,$100.00 ,$0.00 ,9,8,9,9,9,8,t,flexible,0.33
6602217,Private Apartment!,42.32309569,-71.10851427,42.32309569,-71.10851427,Apartment,Entire home/apt,5,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$130.00 ,$200.00 ,$45.00 ,$0.00 ,9,9,10,10,9,9,t,moderate,4.25
3276286,Sunny apartment in Boston hosts 6,42.31147167,-71.10529986,42.31147167,-71.10529986,Apartment,Entire home/apt,6,1.5,2,3,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$190.00 ,$500.00 ,$80.00 ,$20.00 ,9,9,10,10,9,9,f,moderate,1.53
4405982,Luxury Apt near Restaurants&Pond&T,42.31807257,-71.11267006,42.31807257,-71.11267006,Apartment,Entire home/apt,8,2,4,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$399.00 ,$100.00 ,$120.00 ,$0.00 ,10,10,10,10,10,10,f,strict,0.8
250983,Designers Haven: II - whole apt!!!,42.32394222,-71.10820204,42.32394222,-71.10820204,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace""}",$350.00 ,$100.00 ,$50.00 ,$25.00 ,10,9,10,10,9,9,f,moderate,0.24
8272350,"""The Sheridan"" JP, Boston",42.32004367,-71.10784416,42.32004367,-71.10784416,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$99.00 ,$150.00 ,$40.00 ,$0.00 ,10,10,10,10,10,10,f,moderate,0.18
4098410,Fully Renovated Room in JP,42.30508831,-71.10735817,42.30508831,-71.10735817,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Essentials,Shampoo}",$107.00 ,$200.00 ,$60.00 ,$30.00 ,9,8,9,9,8,8,f,flexible,0.84
14218904,Room in the heart of JP,42.31805468,-71.11186936,42.31805468,-71.11186936,Condominium,Private room,2,1.5,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$59.00 ,$95.00 ,$15.00 ,$10.00 ,NA,NA,NA,NA,NA,NA,f,moderate,0.91
13334098,3BR + Office Single Family in JP near Monument,42.30988682,-71.11789702,42.30988682,-71.11789702,House,Entire home/apt,5,2,4,3,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Laptop Friendly Workspace""}",$164.00 ,$500.00 ,$100.00 ,$7.00 ,NA,NA,NA,NA,NA,NA,f,moderate,NA
10253591,"Quiet, Private Room with Comfy Bed",42.31838302,-71.1018781,42.31838302,-71.1018781,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$105.00 ,$200.00 ,$7.00 ,$10.00 ,9,10,10,10,9,9,f,strict,3.46
210097,Treetop Haven in the City,42.3186354,-71.10640628,42.3186354,-71.10640628,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$100.00 ,$100.00 ,$50.00 ,$0.00 ,10,10,10,10,10,10,f,strict,1.9
6059968,Funky Alcove for 2/Superhost/JP Ctr,42.31359024,-71.1091153,42.31359024,-71.1091153,Apartment,Shared room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",$100.00 ,$500.00 ,$50.00 ,$20.00 ,10,10,10,10,9,10,f,strict,0.6
6862758,"Quiet, Spacious 2BD in Boston's JP!",42.31813877,-71.10367354,42.31813877,-71.10367354,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$200.00 ,$200.00 ,$100.00 ,$0.00 ,10,10,10,10,10,10,f,strict,0.75
799701,Large Sunny Apartment in JP,42.32085835,-71.11249877,42.32085835,-71.11249877,Apartment,Entire home/apt,8,1.5,4,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$300.00 ,$300.00 ,$100.00 ,$25.00 ,10,10,9,10,9,9,f,strict,0.05
3371091,Treetop Room in Sunny Pondside Home,42.31874258,-71.11599746,42.31874258,-71.11599746,Apartment,Private room,4,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$125.00 ,$300.00 ,$50.00 ,$50.00 ,10,10,10,10,10,9,f,strict,0.5
